user,docno,query,relevance,probChange,totalProbTarget,totalProbExpansion,totalProbExpanded,qtotalProbTarget,qtotalProbExpansion,qtotalProbExpanded,totalProbTargetQL,totalProbExpansionQL,totalProbExpandedQL,qtotalProbTargetQL,qtotalProbExpansionQL,qtotalProbExpandedQL,ttProbTtest,qProbTtest,ttAPTarget,ttAPExpansion,ttAPExpanded,qAPTarget,qAPExpansion,qAPExpanded,pqTTRecall,qpqRecall,pqTTResultsRecall,qpqResultsRecall,qTTSim
ZJDLX,WTX026-B08-107,507,0,-2.998598277687256E-4,3.4599242335072176E-4,4.613259558199613E-5,1.360905439126138E-4,3.2662467241588547E-4,1.013729789887892E-5,1.0508351025398088E-4,-7.969093680976595,-9.983990795296421,-8.902190129687463,-9.9354469989592,-12.213343175090873,-10.704604366195433,-1.0,0.49328743189055646,0.0045045045045045045,0.0,0.004739336492890996,0.0018115942028985507,0.0,0.0018115942028985507,0.0,0.0,0.0,0.0,0.0
ZJDLX,AP890412-0121,133,0,0.0014838089244283794,8.900754111729488E-5,0.0015728164655456744,8.309120033314847E-4,0.004712989354979059,0.010642031511365495,0.007677510433172276,-9.32678946016666,-6.454887339688178,-7.092986661217054,-10.49481286460045,-7.328237221183342,-7.886489735728974,-1.0,0.3888232664337179,0.0,0.07142857142857142,0.0,0.3333333333333333,0.33604232513398374,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
ZJDLX,AP880528-0031,144,0,-1.9272904031687483E-4,4.3961676337216836E-4,2.4688772305529353E-4,3.625251472454184E-4,0.0016747413049765416,0.0013390529761460146,0.001540465973444331,-7.72960720292217,-8.306576887210339,-7.922416714364152,-7.984086611149605,-8.136788920730943,-8.00880821650381,-1.0,0.4030365373038153,0.0125,0.002702702702702703,0.014084507042253521,0.0,0.008916217556607892,0.0,1.0,0.0,0.0,0.0,0.0
ZJDLX,WTX024-B42-140,525,0,-2.1610247225975618E-4,0.0018791182935535692,0.001663015821293813,0.0017278465629717399,0.0011331328730710163,0.0012242270718095963,0.0011968988121880222,-6.27695260494245,-6.39912256511016,-6.360879407119285,-7.707967365126823,-7.719417609152106,-7.714001619665339,-1.0,0.656296955623459,0.047619047619047616,0.06666666666666667,0.08333333333333333,0.009615384615384616,0.015149926609352065,0.018518518518518517,1.0,0.5,0.0,0.0,0.0
ZJDLX,WTX024-B42-140,541,1,-2.1610247225975618E-4,0.0018791182935535692,0.001663015821293813,0.0017278465629717399,0.004025991949090727,0.0022784929771958156,0.0028027426687642883,-6.27695260494245,-6.39912256511016,-6.360879407119285,-7.064497470604955,-7.964668889533661,-7.419224592266881,-1.0,0.33062555637548685,0.047619047619047616,0.06666666666666667,0.08333333333333333,0.05571390773079329,0.03196767679899876,0.05555555555555555,1.0,0.6666666666666666,0.0,0.05,0.0
ZJDLX,AP880409-0180,142,1,-5.972109011669318E-5,0.003551877335750446,0.003492156245633753,0.0035279888997037686,0.003910443919128638,0.004122424800198736,0.0039952362715566766,-8.352526971783199,-9.005465352436225,-8.064435425508305,-8.900586725761737,-7.930389879957794,-8.235310796310655,0.9758318706820979,0.8921327566852598,0.015674103779717,0.017898704871374238,0.014361415413547674,0.023809523809523808,0.03819370659862168,0.018518518518518517,0.3,0.16666666666666666,0.16,0.12,0.0
ZJDLX,LA010189-0141,436,1,-2.081729406127509E-4,3.834600788840796E-4,1.7528713827132873E-4,3.001909026389793E-4,4.720122361759841E-5,0.0023140919156708953,9.539575004389173E-4,-7.86627503935747,-8.649085138544363,-8.111091943557945,-10.668191765386808,-7.846521212854571,-8.57362882734018,-1.0,0.48610696822942046,0.017543859649122806,0.002178649237472767,0.024390243902439025,0.0,0.05648233961486973,0.0,1.0,0.0,0.0,0.0,0.0
ZJDLX,AP880321-0288,169,0,-4.170153651637177E-4,5.237557070179338E-4,1.0674034185421605E-4,3.152480244360749E-4,6.502675541873182E-4,1.314554798293556E-4,3.9086151700833686E-4,-7.554485190333004,-9.145111384382172,-8.06215084979685,-10.02063972499769,-11.406060208798179,-10.465433541383547,-1.0,0.3498719501592167,0.02857142857142857,0.0011086474501108647,0.021739130434782608,0.008620689655172414,2.8735632183908046E-4,0.006756756756756757,1.0,0.0,0.0,0.0,0.0
ZJDLX,GX244-55-7689023,796,0,1.776304684356024E-4,9.98380247620751E-4,0.0011760107160563532,0.0010516693881514317,0.004369900347979102,0.006589535797687376,0.005035790982891583,-8.138934851419323,-7.520664808082467,-7.641877004804952,-7.644009819378249,-7.714287905911964,-7.469497435140934,0.9113200739421234,0.21969440933461773,0.01,0.020860602094240836,0.01020408163265306,0.041278939924067594,0.21536796536796535,0.06977377461248428,0.5,0.4,0.0,0.0,0.0
ZJDLX,FR940318-0-00101,338,0,0.0018105013364474536,0.009706335959009346,0.0115168372954568,0.010430536493588327,1.455414209396807E-4,1.8289794286354246E-4,1.6048402970922539E-4,-7.135972943073362,-7.504223156598591,-7.023503577973357,-11.20295411474245,-11.553579392979174,-11.291949496167078,0.6891508380242986,0.5130700513552958,0.2466409979558647,0.21704177453611367,0.31677712810702424,0.0,9.541984732824427E-4,0.0,0.7777777777777778,0.0,0.2,0.0,0.0
ZJDLX,AP880609-0179,129,1,-9.73208265953337E-4,0.0010472884844280308,7.408021847469386E-5,5.606843514513624E-4,0.0025460697800755443,4.209687306744279E-4,0.0014835192553749861,-6.861550850731129,-9.510362018458265,-7.486352464174774,-7.03873742714877,-9.003357434667867,-7.598200350806716,-1.0,0.39198398964556236,0.043478260869565216,8.038585209003215E-4,0.025,0.1314516129032258,0.004045350414095169,0.06907894736842105,1.0,1.0,0.0,0.0,0.0
ZJDLX,AP880609-0179,149,0,-9.73208265953337E-4,0.0010472884844280308,7.408021847469386E-5,6.580051780466961E-4,4.4756474625930035E-4,7.53258427749912E-4,5.698422188555451E-4,-6.861550850731129,-9.510362018458265,-7.3262977572980414,-8.606936892794858,-8.390160041422746,-8.491241440082991,-1.0,0.5364385995602199,0.043478260869565216,8.038585209003215E-4,0.030303030303030304,0.0033112582781456954,0.012449599663679272,0.008333333333333333,1.0,0.0,0.0,0.04,0.0
ZJDLX,AP891218-0158,150,0,-5.940453341155562E-4,0.0036408816900185114,0.003046836355902955,0.003343859022960733,0.0022065068159562223,0.0015909055580455916,0.001898706187000907,-7.463861252439681,-8.954913774302549,-7.6206775213086795,-7.993249319702086,-8.587213975334217,-8.19200927611534,0.5421355427738037,0.5112691637901521,0.03344487920874727,0.027993752077102023,0.044595686729281055,0.029040404040404044,0.01750117696267783,0.03125,0.2,0.3333333333333333,0.44,0.0,0.0
ZJDLX,WTX057-B41-159,453,1,-0.001359880597476301,0.0015006569090087935,1.4077631153249266E-4,5.487404907753829E-4,0.0039020837630522687,0.002855086403128611,0.0031691856111057083,-7.313739844285024,-9.81873297670384,-8.236959899256686,-5.546244570314476,-5.858653172539245,-5.7542806291126665,0.33126059474205743,-1.0,0.029983457402812243,2.3540489642184556E-4,0.02262443438914027,1.0,0.25,1.0,1.0,1.0,0.0,0.15,0.0
TZUGR,FT934-3952,352,0,0.007736951897075874,0.011561313299450194,0.019298265196526068,0.014656094058280545,4.3565768475757334E-4,0.0012636535471719766,7.668560297233347E-4,-6.79516365669628,-6.502395660448141,-6.5615112129671,-10.892480899706484,-9.144037662318622,-9.543092618209519,0.12627383608880036,0.45288050110782463,0.3669170150925754,0.4249386926245439,0.6023644179894181,0.0,0.014232331809808249,0.0,0.75,0.0,0.6,0.1,0.0
TZUGR,FT934-3952,363,0,0.007736951897075874,0.011561313299450194,0.019298265196526068,0.014656094058280545,0.004371257579465489,0.008501555322348345,0.006023376676618633,-6.79516365669628,-6.502395660448141,-6.5615112129671,-8.884020900487604,-8.992252951178425,-8.882286723095019,0.12627383608880036,0.4252574925254914,0.3669170150925754,0.4249386926245439,0.6023644179894181,0.3333333333333333,0.3338449731389102,0.3333333333333333,0.75,0.3333333333333333,0.6,0.0,0.1
TZUGR,FT934-3952,436,0,0.007736951897075874,0.011561313299450194,0.019298265196526068,0.014656094058280545,4.3985242448478855E-5,0.0011481187251775387,4.8563863554010285E-4,-6.79516365669628,-6.502395660448141,-6.5615112129671,-10.738757402982692,-8.501322513410873,-9.123552229710235,0.12627383608880036,0.4889604064603005,0.3669170150925754,0.4249386926245439,0.6023644179894181,0.0,0.01970202276517074,0.0,0.75,0.0,0.6,0.0,0.0
TZUGR,GX007-93-12310235,726,1,0.00353856138535509,0.001424448046981005,0.004963009432336095,0.0024860164625875323,0.001779204376142579,0.001435662293459823,0.0016761417513377523,-7.247158032241081,-6.373478582679685,-6.796973267456725,-7.4746830515432805,-7.9915407223510995,-7.570923758322889,0.5046808996868086,0.30144951847375356,0.029072006160954948,0.2661290322580645,0.06388888888888888,0.026564630338215243,0.016639034441351456,0.029418958023077018,1.0,0.6666666666666666,0.3,0.15,0.25
TZUGR,AP891205-0198,117,1,-0.00413381204821098,0.009180971329491536,0.005047159281280555,0.007114065305386046,0.00401708197951242,0.003176115558863971,0.0035965987691881957,-6.169300108242628,-6.949047477608657,-6.39092576253572,-8.043071181812186,-7.545690197110628,-7.5914820656695685,0.29949704887441086,0.7007190191438379,0.19027489027489028,0.08374707874278628,0.2135351207931853,0.042483660130718956,0.043708432304038,0.05295566502463054,1.0,0.5,0.16,0.04,0.14285714285714285
TZUGR,AP880623-0294,174,1,0.0014137387029169916,0.00457422201879656,0.005987960721713552,0.005281091370255056,0.0034000758327227413,0.003439487331140167,0.003419781581931454,-8.712439312125863,-6.784355065989953,-7.080154408620445,-7.1926858679799395,-6.833328177627303,-6.956456169501756,0.45940218980408776,0.9804396881616341,0.24583333333333335,0.15236019536019535,0.22285714285714286,0.35861244019138755,0.09390798786653186,0.23401245048104133,0.6,1.0,0.28,0.28,0.14285714285714285
HSOAQ,AP880917-0104,148,0,-0.0012186694489023794,0.012017383219127329,0.01079871377022495,0.011529915439566376,8.995708437836615E-4,9.634431211966145E-4,9.251197547488427E-4,-6.884925297164873,-7.6363195215153405,-6.956703733912047,-9.480126346616634,-8.987039870996007,-9.097714456889333,0.6914303565953314,0.9277925865235048,0.23096364907769262,0.11727462413574558,0.24144620811287482,0.011111111111111112,0.006356082161917301,0.009523809523809523,0.8888888888888888,0.3333333333333333,0.24,0.0,0.09090909090909091
HSOAQ,AP880721-0095,125,1,0.008895501881047695,0.007370047100598756,0.016265548981646456,0.010928247853017835,0.005157815912110409,0.010152804560013537,0.007155811371271659,-7.7692951509541714,-7.040869532385973,-7.1972356994404425,-7.298981322739294,-7.303060040747776,-7.243993693162405,0.1752562916827094,0.4765253167631375,0.1501556922609554,0.21178261325905842,0.2495888540702782,0.31372549019607837,0.2861875368924241,0.35833333333333334,0.7,0.25,0.36,0.2,0.07692307692307693
HSOAQ,AP880721-0095,172,0,0.008895501881047695,0.007370047100598756,0.016265548981646456,0.011817798041122606,0.003267633962642273,0.010113975976470119,0.0066908049695561965,-7.7692951509541714,-7.040869532385973,-7.143335619533037,-9.919697389449398,-8.619604786587763,-8.985802669421668,0.1752562916827094,0.2716801324839958,0.1501556922609554,0.21178261325905842,0.2598994669537737,0.0625,0.1354338802048229,0.125,0.7,0.125,0.36,0.04,0.058823529411764705
HSOAQ,AP880721-0095,173,1,0.008895501881047695,0.007370047100598756,0.016265548981646456,0.011817798041122606,0.0026446396736986085,0.009251914849437678,0.005948277261568143,-7.7692951509541714,-7.040869532385973,-7.143335619533037,-8.590622234009274,-5.970802208886847,-6.520396777754632,0.1752562916827094,0.4183666875355526,0.1501556922609554,0.21178261325905842,0.2598994669537737,0.25,0.5204081632653061,0.5,0.7,0.5,0.36,0.44,0.09090909090909091
HSOAQ,WTX099-B24-354,503,0,-0.003777119172358888,0.005909725755416307,0.0021326065830574188,0.003265742334765085,0.0015562113105951636,0.0031949243053132747,0.002703310406897841,-7.032840756546424,-8.188953349979876,-7.4503119317515205,-8.915480983494676,-8.780704699037603,-8.784984297616695,0.06302913637550465,0.5016538057672435,0.15313025210084033,0.018575447445768643,0.15804195804195803,0.05,0.25,0.5,0.8,0.5,0.0,0.0,0.0
HSOAQ,FBIS3-39240,362,0,0.0016089260037610062,0.009309701290345829,0.010918627294106835,0.00995327169185023,5.321564095934619E-4,5.43311441100726E-4,5.366184221963676E-4,-7.119023027965853,-7.562649240914772,-7.180864912905145,-9.40475133274814,-8.317286466642777,-8.6249953636394,0.4319402292222375,0.97354259930816,0.2564421205409578,0.17301387811671762,0.3835395373310974,0.009615384615384616,0.004486466444197256,0.011904761904761904,1.0,0.0,0.2,0.0,0.0
HSOAQ,FBIS3-39240,401,1,0.0016089260037610062,0.009309701290345829,0.010918627294106835,0.00995327169185023,0.00197321900886031,0.00255738378955799,0.0022068849211393823,-7.119023027965853,-7.562649240914772,-7.180864912905145,-8.269345983959312,-8.081113376732173,-8.188110060425013,0.4319402292222375,0.20123720337898124,0.2564421205409578,0.17301387811671762,0.3835395373310974,0.037037037037037035,0.05270249578931251,0.047619047619047616,1.0,0.3333333333333333,0.2,0.0,0.08333333333333333
HSOAQ,FBIS3-40185,414,0,0.009570270287345032,0.007328364911106703,0.016898635198451733,0.011156473026044715,0.002126602761298933,0.009029133735520573,0.00488761515098759,-7.963312314451302,-7.3390180893402945,-7.161510472607791,-8.50428430292157,-7.584248050490014,-8.006088813423712,0.22300625140831576,0.40627215590715715,0.13577694235588972,0.28342964591805175,0.17928571428571427,0.1111111111111111,0.3361901165346792,0.3333333333333333,0.5,0.3333333333333333,0.4,0.0,0.08333333333333333
HSOAQ,AP890424-0284,195,1,0.01047045567693372,0.006448402193625213,0.016918857870558933,0.01168363003209207,0.005672427188347745,0.01213153525975252,0.008901981224050134,-7.552726667068057,-6.799019953721138,-7.012636675863906,-10.008235532023013,-9.117892218924103,-9.294347971211998,0.009996489803724199,0.09565433707223976,0.08366657031464184,0.30113813158124814,0.2044008304213903,0.2516385954642613,0.3731496463994842,0.34563492063492063,0.4,0.2857142857142857,0.28,0.2,0.13333333333333333
