user,docno,query,relevance,probChange,totalProbTarget,totalProbExpansion,totalProbExpanded,qtotalProbTarget,qtotalProbExpansion,qtotalProbExpanded,totalProbTargetQL,totalProbExpansionQL,totalProbExpandedQL,qtotalProbTargetQL,qtotalProbExpansionQL,qtotalProbExpandedQL,ttProbTtest,qProbTtest,ttAPTarget,ttAPExpansion,ttAPExpanded,qAPTarget,qAPExpansion,qAPExpanded,pqTTRecall,qpqRecall,pqTTResultsRecall,qpqResultsRecall,qTTSim
VXDPZ,AP880917-0104,148,0,0.005871856673948565,0.00966519190683394,0.015537048580782505,0.012013934576413364,8.995708437836615E-4,9.634431211966145E-4,9.251197547488427E-4,-7.059176331342519,-6.616911226422486,-6.718420963745467,-9.480126346616634,-8.987039870996007,-9.097714456889333,0.22991279493507888,0.9277925865235048,0.20283871745419477,0.24506549653412918,0.1856227106227106,0.011111111111111112,0.006356082161917301,0.009523809523809523,0.625,0.3333333333333333,0.28,0.0,0.1
VXDPZ,AP880721-0095,125,1,0.0026913954590673432,0.005073447711790463,0.007764843170857806,0.006150005895417401,0.005157815912110409,0.010152804560013537,0.007155811371271659,-7.784461789841448,-7.600451669264579,-7.364087535157344,-7.298981322739294,-7.303060040747776,-7.243993693162405,0.4131436587227475,0.4765253167631375,0.10541315409736463,0.07523132819161658,0.15724255644921278,0.31372549019607837,0.2861875368924241,0.35833333333333334,0.875,0.25,0.36,0.2,0.0
VXDPZ,AP880721-0095,172,0,0.0026913954590673432,0.005073447711790463,0.007764843170857806,0.006419145441324135,0.003267633962642273,0.010113975976470119,0.0066908049695561965,-7.784461789841448,-7.600451669264579,-7.338067763438501,-9.919697389449398,-8.619604786587763,-8.985802669421668,0.4131436587227475,0.2716801324839958,0.10541315409736463,0.07523132819161658,0.1707322951156599,0.0625,0.1354338802048229,0.125,0.875,0.125,0.36,0.04,0.0
VXDPZ,AP880721-0095,173,1,0.0026913954590673432,0.005073447711790463,0.007764843170857806,0.006419145441324135,0.0026446396736986085,0.009251914849437678,0.005948277261568143,-7.784461789841448,-7.600451669264579,-7.338067763438501,-8.590622234009274,-5.970802208886847,-6.520396777754632,0.4131436587227475,0.4183666875355526,0.10541315409736463,0.07523132819161658,0.1707322951156599,0.25,0.5204081632653061,0.5,0.875,0.5,0.36,0.44,0.0
VXDPZ,WTX099-B24-354,503,0,-0.00186533202634564,0.00809323448717901,0.00622790246083337,0.006787502068737062,0.0015562113105951636,0.0031949243053132747,0.002703310406897841,-6.9245029967564555,-7.666607276172373,-7.16480494992599,-8.915480983494676,-8.780704699037603,-8.784984297616695,0.5367545445464879,0.5016538057672435,0.20223689475790316,0.11036714358436195,0.4280013464796073,0.05,0.25,0.5,1.0,0.5,0.05,0.0,0.125
VXDPZ,FBIS3-39240,362,0,0.001669295788138043,0.003975760157272587,0.00564505594541063,0.004643478472527804,5.321564095934619E-4,5.43311441100726E-4,5.366184221963676E-4,-7.2504543315373144,-7.19924501882412,-7.189621003817686,-9.40475133274814,-8.317286466642777,-8.6249953636394,0.3266193399632946,0.97354259930816,0.08594516594516595,0.11128330129085415,0.14890756302521008,0.009615384615384616,0.004486466444197256,0.011904761904761904,0.8,0.0,0.2,0.0,0.0
VXDPZ,FBIS3-39240,401,1,0.001669295788138043,0.003975760157272587,0.00564505594541063,0.004643478472527804,0.00197321900886031,0.00255738378955799,0.0022068849211393823,-7.2504543315373144,-7.19924501882412,-7.189621003817686,-8.269345983959312,-8.081113376732173,-8.188110060425013,0.3266193399632946,0.20123720337898124,0.08594516594516595,0.11128330129085415,0.14890756302521008,0.037037037037037035,0.05270249578931251,0.047619047619047616,0.8,0.3333333333333333,0.2,0.0,0.14285714285714285
VXDPZ,FBIS3-40185,414,0,0.005226064135043215,0.005121742856924858,0.010347806991968073,0.007212168510942144,0.002126602761298933,0.009029133735520573,0.00488761515098759,-7.425452444299574,-8.171869213157914,-7.448194274798411,-8.50428430292157,-7.584248050490014,-8.006088813423712,0.48694886693872574,0.40627215590715715,0.1440328932931407,0.15529749074131832,0.22780748663101605,0.1111111111111111,0.3361901165346792,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.1111111111111111
VXDPZ,AP890424-0284,195,1,0.00755816115902752,0.004990377367759755,0.012548538526787277,0.008769457947273516,0.005672427188347745,0.01213153525975252,0.008901981224050134,-7.133397858833694,-6.094554804398288,-6.474384200228112,-10.008235532023013,-9.117892218924103,-9.294347971211998,0.008631537094272248,0.09565433707223976,0.15630522088353416,0.3883458646616541,0.3415384615384615,0.2516385954642613,0.3731496463994842,0.34563492063492063,0.6,0.2857142857142857,0.32,0.2,0.09090909090909091
VXDPZ,FT941-10100,450,1,0.013088959689440497,0.008181326909306962,0.021270286598747454,0.01341691078508316,0.005224771462994648,0.006157887636554682,0.005598017932418662,-7.099185942595879,-5.877011633961167,-6.311014249160331,-6.431628715897155,-6.203498593037823,-6.3240990788141085,0.015626651597584317,0.4508079735766073,0.21325144477853836,0.5794681508967222,0.47331240188383045,0.4789272030651341,0.13006993006993006,0.34920634920634913,0.7142857142857143,1.0,0.6,0.3,0.25
VXDPZ,GX011-80-1074652,714,0,0.008854131508493826,0.010580215652376301,0.019434347160870127,0.012351041954075066,0.0061098323217602096,0.004454096765088282,0.005778685210425825,-7.603116298209017,-6.680314339283952,-7.030561160508821,-7.4474879196595785,-7.614450770608508,-7.364291121140765,0.173751923767821,0.6850235987211166,0.16572951166985428,0.4692350849422744,0.23584297281665698,0.22196969696969696,0.0907860001817507,0.22248427672955973,0.7,0.5,0.4,0.0,0.16666666666666666
VXDPZ,WTX101-B11-76,480,0,0.00472523431880028,0.0083921698616293,0.01311740418042958,0.011699833884789498,0.002149853093251847,0.003252029038986997,0.0029213762552664515,-7.840023928605441,-6.8435329609940485,-6.912292320344916,-7.306805446552482,-6.88714628563722,-6.952543120619759,0.16724814967022583,0.45401917051607066,0.11272151041475098,0.24438992450508054,0.25802533751568324,0.02882964988228146,0.07163561076604555,0.08862044817927171,0.4,0.3333333333333333,0.55,0.15,0.08333333333333333
VXDPZ,AP890308-0220,158,0,0.003983382961524757,0.020741425523121342,0.0247248084846461,0.022733117003883724,0.005479548712391462,0.005225621991213409,0.005352585351802435,-6.375843637744373,-6.697480958018786,-6.336458236032153,-8.057765761445303,-7.700939489916486,-7.8207105650558155,0.47335713983728256,0.6113398901312561,0.620014245014245,0.5044540637928203,0.7115843593094435,0.26625255275697757,0.09981242274656592,0.15102108036890644,0.7,0.25,0.28,0.0,0.07692307692307693
VXDPZ,WTX016-B14-3,500,1,0.002052345957047342,0.007949799288652231,0.010002145245699572,0.009386441458585368,0.004180109160221306,0.0034788976530604216,0.0036892611052086865,-7.404548619538098,-6.823270454773582,-6.889086287241636,-6.2617964800817845,-6.60116653210083,-6.476339544368683,0.22124347957022616,0.372696282417769,0.1749673450105603,0.20424577342075192,0.22136422136422135,0.3088235294117647,0.1425438596491228,0.21666666666666667,0.5714285714285714,1.0,0.2,0.05,0.2857142857142857
VXDPZ,GX010-11-11242343,804,1,0.003145195078132927,0.008905681192995117,0.012050876271128042,0.009534720208621702,0.006558324228090244,0.011497841512983359,0.007546227685068867,-6.411296772989664,-6.34396307463727,-6.363086406475772,-7.889829206836708,-6.116524337989211,-6.914229864705705,0.4552907760036783,0.181895312124509,0.3212121212121212,0.2931601731601731,0.4133333333333333,0.4666666666666666,0.6716417910447761,0.6666666666666666,0.8,0.6666666666666666,0.6,0.4666666666666667,0.14285714285714285
VXDPZ,WTX026-B08-107,507,0,-0.001375020106346938,0.0073851186797878315,0.006010098573440893,0.006422604605344976,3.2662467241588547E-4,1.013729789887892E-5,1.0508351025398088E-4,-6.174255831817966,-6.951932098015039,-6.57110186366547,-9.9354469989592,-12.213343175090873,-10.704604366195433,0.3678072487406655,0.49328743189055646,0.40952380952380946,0.3630718954248366,0.41369863013698627,0.0018115942028985507,0.0,0.0018115942028985507,1.0,0.0,0.05,0.0,0.0
VXDPZ,WTX018-B20-194,537,0,-0.0077266455837491695,0.013341932741158259,0.005615287157409088,0.007933280832533838,0.003177707355281568,5.508037097241291E-4,0.0013388748033913607,-6.166211470090218,-7.158837134325806,-6.636599730374806,-8.611038920825953,-9.607794065441194,-9.142784826168002,0.03955053387184103,0.4007367041721507,0.4118295739348371,0.15537958612213426,0.45888888888888885,0.05555555555555555,0.00392156862745098,0.06666666666666667,1.0,0.3333333333333333,0.5,0.0,0.14285714285714285
VXDPZ,AP880920-0044,166,1,0.005898099083795653,0.008884366078032276,0.014782465161827928,0.011833415619930102,0.0013132611913403605,4.16829264951868E-4,8.650452281461142E-4,-7.41793040874934,-6.420618932714053,-6.475079054495966,-8.023850882988551,-9.238921934770035,-8.446769284280725,0.27855938937040536,5.474672139879724E-4,0.14721084371622006,0.19965244718765843,0.1904355101163612,0.010669986957843908,0.0022824195950082397,0.013056502318169957,0.6666666666666666,0.0,0.2,0.04,0.1111111111111111
VXDPZ,AP880920-0044,186,0,0.005898099083795653,0.008884366078032276,0.014782465161827928,0.011833415619930102,0.005572229855272949,0.025860190955742074,0.015716210405507514,-7.41793040874934,-6.420618932714053,-6.475079054495966,-8.595744491912711,-8.067898942467728,-8.19764134444622,0.27855938937040536,0.21077165812347576,0.14721084371622006,0.19965244718765843,0.1904355101163612,0.048798024621967584,0.2559989618049241,0.26107142857142857,0.6666666666666666,0.25,0.2,0.0,0.0
VXDPZ,AP880920-0044,191,0,0.005898099083795653,0.008884366078032276,0.014782465161827928,0.011833415619930102,4.983446943425231E-4,1.8558358797159433E-4,3.4196414115705875E-4,-7.41793040874934,-6.420618932714053,-6.475079054495966,-9.953849162867776,-9.7538912171248,-9.48302415668254,0.27855938937040536,0.3513311807202183,0.14721084371622006,0.19965244718765843,0.1904355101163612,0.0018315018315018317,0.0012827185734697623,0.0019267822736030828,0.6666666666666666,0.0,0.2,0.0,0.0
VXDPZ,WTX089-B35-206,515,0,-0.0028032711740793,0.0036263683454390485,8.23097171359748E-4,0.001664078523583538,4.6643824384796093E-4,1.5110179580858044E-4,2.4570273022039455E-4,-7.172648029985831,-9.541008230344971,-8.06962911572181,-9.754434750769652,-9.973466303671142,-9.688776324396562,0.031181567886450042,0.5164962243151037,0.10813492063492064,0.00510204081632653,0.12018557422969187,0.009009009009009009,0.0,0.008771929824561403,1.0,0.3333333333333333,0.0,0.0,0.0
VXDPZ,AP890405-0035,153,0,0.003779231636735002,0.011272060724108975,0.015051292360843977,0.013161676542476474,0.005380661451815944,0.013787209137065461,0.009583935294440704,-6.500188464880366,-6.086168575716233,-6.1696189939107375,-7.896961170294841,-6.675020336238697,-7.013885300200254,0.5297635935272491,0.16662039146648971,0.2572453420372637,0.3425536881419234,0.3230275443510737,0.05185185185185185,0.2409268619319901,0.1638888888888889,0.8333333333333334,0.3333333333333333,0.32,0.24,0.2
VXDPZ,WTX081-B24-154,495,1,0.0039151634139727755,0.00861216918119596,0.012527332595168736,0.011352783570976903,0.003044593894599826,4.8178089396578444E-4,0.0012506247941559967,-6.844564260441846,-6.453345052900492,-6.544740051279673,-7.365564022005735,-9.111345475217384,-8.218411132176904,0.14966564062763815,0.08692680930217589,0.47390109890109894,0.3659435751541014,0.5166666666666667,0.01735294117647059,0.002146441940579885,0.013131313131313133,0.6666666666666666,0.5,0.3,0.0,0.0
VXDPZ,AP881118-0110,130,0,-0.004469813241651925,0.01716993915758086,0.012700125915928936,0.015382013860920089,0.0017683824097211463,0.0038456846722921996,0.0025993033147495674,-6.586198173411184,-7.555491108700526,-6.768475206293578,-8.631985311084561,-7.793525789774911,-7.765919250501697,0.20979308122748608,0.20419829367389195,0.3578386287625418,0.13768940234319435,0.294969889314855,0.015292060880296174,0.05106204120961947,0.032721417069243156,0.8,0.5,0.6,0.04,0.0
VXDPZ,AP881118-0110,140,0,-0.004469813241651925,0.01716993915758086,0.012700125915928936,0.015382013860920089,5.175049178274375E-4,9.967962694178735E-4,7.092214584636118E-4,-6.586198173411184,-7.555491108700526,-6.768475206293578,-10.243680508048104,-10.067418559959224,-10.020256143169423,0.20979308122748608,0.19296306457720006,0.3578386287625418,0.13768940234319435,0.294969889314855,0.0,0.005238599583192991,0.0,0.8,0.0,0.6,0.0,0.0
VXDPZ,AP890512-0173,101,1,-0.008376478714652339,0.017210539117947926,0.008834060403295589,0.013022299760621758,0.006365445953056953,0.012254813322093711,0.009310129637575333,-6.69624785737805,-8.288614149875729,-6.793710515660635,-7.548971629540476,-7.018580909782627,-6.999641594664005,0.2692368970007277,0.2123622413577998,0.409573347605187,0.15319164699375903,0.2722392593400996,0.0729577440103756,0.4579369841166071,0.3519922254616132,0.8,0.5714285714285714,0.32,0.2,0.21428571428571427
VXDPZ,AP890727-0011,167,1,-9.95245375657554E-4,0.0023685322820586456,0.0013732869064010918,0.001970434131795624,0.0011041834074726547,0.001617064940282742,0.0013093360205966896,-7.894934826037493,-8.250920694186583,-7.957887066231796,-10.112154629785804,-9.750929996318842,-9.819652843483574,0.34810460694464107,0.3514670855229711,0.06024436090225564,0.012845068176209392,0.0734458151910982,0.001443001443001443,0.005721484237590404,0.0022172949002217295,0.75,0.0,0.08,0.0,0.0
VXDPZ,WTX012-B01-13,518,0,0.004875182699736274,0.006223269101776022,0.011098451801512295,0.009635896991591411,0.0010284175027590041,0.0017636373947011487,0.0015430714271185053,-6.795226082032989,-6.5430508228046715,-6.505062798117151,-8.709943628703934,-8.666988384219456,-8.403442383482119,0.3994789726497743,0.6917259164615462,0.12966921516617258,0.28985817773696565,0.33978260869565213,0.00423728813559322,0.015125499510523504,0.00211864406779661,0.8,0.0,0.3,0.0,0.0
VXDPZ,FBIS4-53910,331,0,7.686974728150341E-4,0.02085780508579152,0.021626502558606552,0.021165284074917533,0.008179693561656827,0.010825871926507323,0.009238164907597024,-5.926610926122937,-6.185511005303191,-5.938085518193388,-6.395243670107726,-7.121977874302257,-6.459244003559198,0.8767755249762441,0.5589323681048357,0.5377886002886003,0.5395446090814261,0.5878167641325537,0.20790816326530612,0.3506191950464397,0.3755555555555556,1.0,0.6666666666666666,0.2,0.0,0.125
VXDPZ,LA031490-0077,436,1,0.01178279797761803,0.003384423463495407,0.015167221441113436,0.008097542654542619,4.7875787261418855E-5,0.0015660664706580688,6.551520606200788E-4,-7.478615819139133,-6.359015617355504,-6.836847177459067,-10.654001690275603,-7.258450433345152,-8.123599178080948,0.21304222273583162,0.2669950623370856,0.13501165501165502,0.3205457881057942,0.37835497835497833,0.0,0.021242977528089887,0.0,0.8,0.0,0.1,0.0,0.0
VXDPZ,WTX075-B46-114,524,2,4.912427780579897E-4,0.006819307540215769,0.007310550318273758,0.00716317748485636,3.0130505782480053E-4,0.0011347665247591332,8.847280846788334E-4,-7.095792623009329,-6.801672508974285,-6.818016128499946,-10.21867270597981,-10.344010069431464,-10.081245971828373,0.7573076859957523,0.5027156312703778,0.11761019587517181,0.22462616359675186,0.25725677830940985,0.002109704641350211,0.03125,0.02631578947368421,0.4,0.0,0.4,0.0,0.16666666666666666
VXDPZ,LA040789-0040,314,0,-0.0025769999157877186,0.010614060470378975,0.008037060554591257,0.009583260504063888,3.358413607649372E-4,2.3110358268360961E-4,2.9394624953240614E-4,-7.3076451332805705,-8.032814478558423,-7.257760212220233,-10.307716598592778,-9.247564239851352,-9.452548220194021,0.5276758322464907,0.6949027671992405,0.1842482637290701,0.14594963484336654,0.28745409021921037,0.0025906735751295338,0.001543455924036281,0.0029411764705882353,0.6666666666666666,0.0,0.2,0.0,0.0
VXDPZ,LA040789-0040,641,1,-0.0025769999157877186,0.010614060470378975,0.008037060554591257,0.009583260504063888,0.0017966385672745634,0.0015574947498824929,0.0017009810403177353,-7.3076451332805705,-8.032814478558423,-7.257760212220233,-8.369511819637976,-7.9482158349286145,-7.9903578787282505,0.5276758322464907,0.7966986980163178,0.1842482637290701,0.14594963484336654,0.28745409021921037,0.016595155009188435,0.012513653559249787,0.018876050420168065,0.6666666666666666,0.25,0.2,0.0,0.18181818181818182
VXDPZ,FT922-3424,395,0,0.0054528459153709834,0.009707831910830555,0.015160677826201537,0.011888970276978949,6.6855414285986E-4,0.0013911617181937006,9.575971729933962E-4,-6.639068876525946,-6.315710783233371,-6.359548992986485,-7.310393173138924,-6.577616112414865,-6.951083355903862,0.4252570004022517,-1.0,0.2732340208810796,0.38635148910378264,0.38774509803921564,0.019230769230769232,0.041666666666666664,0.041666666666666664,0.8,1.0,0.6,0.0,0.0
VXDPZ,FT922-3424,617,1,0.0054528459153709834,0.009707831910830555,0.015160677826201537,0.011888970276978949,0.005366842673159166,0.01058224419721791,0.007453003282782663,-6.639068876525946,-6.315710783233371,-6.359548992986485,-7.072372834448207,-6.736914082412757,-6.892275421806793,0.4252570004022517,0.3630311159302293,0.2732340208810796,0.38635148910378264,0.38774509803921564,0.17647058823529413,0.3594824173055465,0.3541666666666667,0.8,0.3333333333333333,0.6,0.3,0.3333333333333333
VXDPZ,AP890414-0086,152,1,-0.0038794890733937926,0.007968425905792649,0.004088936832398856,0.006416630276435131,8.539647464656393E-4,5.168302292949752E-4,7.191109395973737E-4,-6.78740876472201,-7.395407664466444,-6.953079737436795,-10.150932966976814,-10.270429306406928,-10.145426546963689,0.08246583697132794,0.4660321908405375,0.16801767676767676,0.042549036218786966,0.17462280366692132,0.004,0.0017697682165122412,0.004166666666666667,0.8333333333333334,0.0,0.36,0.0,0.1
VXDPZ,GX004-85-15927668,736,1,-0.0016120604348081157,0.01464428465145545,0.013032224216647334,0.014321872564493826,2.4719037876663746E-4,0.001116245029228338,4.210013088589775E-4,-6.7602377525757715,-7.191262152570778,-6.740441942182926,-11.203302782261131,-8.444485943422418,-9.171528982668384,0.7430509047687144,0.4557069906691805,0.18686327906727157,0.33340678102892163,0.229427762847692,0.0,0.01411211942627691,0.0,0.7,0.0,0.6666666666666666,0.2,0.0
VXDPZ,LA122889-0074,331,0,5.34874723701948E-4,0.004691218069459083,0.0052260927931610315,0.004905167958939862,0.0011827901379551722,0.0020946084608243353,0.0015475174671028373,-7.200672461226156,-7.027442315958893,-7.078301013023367,-8.312997043974367,-7.83503126599556,-8.087023459136987,0.6684592329652363,0.2795568026777401,0.28525077921825603,0.13323327435119647,0.38815889992360575,0.0,0.04960036502092577,0.0,1.0,0.0,0.2,0.0,0.0
VXDPZ,LA122889-0074,425,1,5.34874723701948E-4,0.004691218069459083,0.0052260927931610315,0.004905167958939862,0.002203847751098985,0.002755072286417565,0.0024243375652264173,-7.200672461226156,-7.027442315958893,-7.078301013023367,-9.900527455982072,-6.7050776783921435,-7.1338381492293665,0.6684592329652363,0.6624124618405511,0.28525077921825603,0.13323327435119647,0.38815889992360575,0.5,0.15202702702702703,0.5,1.0,0.5,0.2,0.1,0.16666666666666666
VXDPZ,AP880809-0056,163,0,1.2781141446785796E-4,0.002824230305980077,0.002952041720447935,0.0028881360132140058,2.69712648112062E-4,2.0626468144934737E-4,2.3798866478070467E-4,-7.098069173752549,-7.879193156433249,-7.299475454414919,-9.689013755770134,-9.926751755962252,-9.777673777711703,0.9454463046372416,0.3127491359269433,0.27941176470588236,0.11391470330522248,0.3944911297852474,0.0,9.485938511804178E-4,0.0,1.0,0.0,0.04,0.0,0.0
VXDPZ,AP880809-0056,167,0,1.2781141446785796E-4,0.002824230305980077,0.002952041720447935,0.00287535487176722,0.0019103225484637162,0.0015257714579393394,0.0017565021122539657,-7.098069173752549,-7.879193156433249,-7.243921728073487,-9.827216254826276,-9.971962928079337,-9.831612293645856,0.9454463046372416,0.5134858828393328,0.27941176470588236,0.11391470330522248,0.396078431372549,0.012674825174825176,0.004455308496936354,0.012954545454545456,1.0,0.18181818181818182,0.04,0.0,0.0
VXDPZ,AP881123-0283,162,1,2.66312542243391E-4,0.005027712196817048,0.005294024739060439,0.005134237213714405,4.186961089885771E-4,4.5001175603140463E-4,4.312223678057081E-4,-7.262589004838801,-8.373588228195587,-7.4457077016419975,-9.345188979125776,-8.405841667263134,-8.57429401502354,0.9318777116309414,0.9538738697829743,0.250697142363809,0.09458839322112055,0.2858243767726526,0.018518518518518517,0.003551820458485841,0.022727272727272728,1.0,0.5,0.36,0.12,0.14285714285714285
VXDPZ,AP891215-0107,152,1,-0.007725505799201018,0.010734791359251815,0.0030092855600507965,0.007644589039571407,0.002823311626846201,0.0010094077219299773,0.002097750064879711,-6.606711036305983,-7.9446251468040385,-6.923386322767127,-10.019060308159956,-9.970985326838441,-9.789411777395618,0.00868682894261566,0.4448027707978345,0.15217070465399812,0.020918061346320186,0.12401307605481836,0.04,0.005008006916579379,0.03333333333333333,0.8571428571428571,0.2,0.16,0.04,0.09090909090909091
VXDPZ,GX255-80-12989449,734,1,0.0014555300812559284,0.01154497905425582,0.01300050913551175,0.011836085070507008,3.8880049012349064E-4,0.0015722340257999909,6.254871972587907E-4,-7.453955014317719,-6.87546452082302,-6.948811659458783,-10.279900386354374,-9.190424800712709,-9.935523310392046,0.6854291271542022,0.49806064102821634,0.37720600785116914,0.31437891222973546,0.40790255496137845,0.006024096385542169,0.05,0.013888888888888888,0.7777777777777778,0.0,0.4666666666666667,0.0,0.0
VXDPZ,WTX005-B32-89,502,0,0.012264124645794496,0.011096065210477497,0.02336018985627199,0.01968095246253364,7.799481123188204E-5,3.723012121099864E-4,2.8400929184655506E-4,-7.58893859234722,-7.171224178108364,-6.898863423640056,-10.157350486218576,-8.904235771051585,-9.118862716229179,0.21754798116613627,0.44396960170067434,0.19252230011463936,0.3445222056891303,0.39927931300563935,0.0,0.0029693641152130565,0.0,0.7777777777777778,0.0,0.35,0.0,0.0
VXDPZ,WTX005-B32-89,549,1,0.012264124645794496,0.011096065210477497,0.02336018985627199,0.01968095246253364,0.003992876812635589,0.015248784835501112,0.011872012428641453,-7.58893859234722,-7.171224178108364,-6.898863423640056,-8.081912749185028,-7.33010962053936,-7.468758197596192,0.21754798116613627,0.27201670869258937,0.19252230011463936,0.3445222056891303,0.39927931300563935,0.07862903225806452,0.3554536107167686,0.3214285714285714,0.7777777777777778,0.5,0.35,0.1,0.08333333333333333
VXDPZ,AP880930-0069,138,0,0.00220617859862769,0.006109923900100246,0.008316102498727936,0.006992395339551323,0.003190761097947188,0.004695775706792735,0.003792766941485407,-6.895194629355128,-6.864110686748253,-6.736224464112885,-8.792467065920428,-7.440233344349686,-7.867578587427621,0.6311971703175833,0.07033831485522937,0.15531250000000002,0.3123559367461806,0.4509208590761989,0.04038461538461539,0.11163791207264691,0.06493506493506493,0.8,0.4,0.48,0.36,0.1111111111111111
VXDPZ,AP880225-0196,189,1,0.0018433867554106518,0.015565703175368581,0.01740908993077923,0.016303057877532837,2.840147689549589E-4,6.909742183050762E-4,4.467985486950058E-4,-7.091006241428644,-7.122100013460453,-7.030687462024223,-9.930581679960948,-9.802269072785943,-9.737658921389352,0.7080965609995475,0.46547105730854355,0.4640491452991453,0.36686320145795354,0.4620115629984051,0.0,0.004408457040035987,0.0,0.75,0.0,0.24,0.0,0.0
VXDPZ,AP890308-0225,155,0,0.005442241268920501,0.015154395380475767,0.020596636649396264,0.01787551601493602,0.0015262564482038969,0.0016599900190389014,0.0015931232336213988,-7.198099149987051,-6.4546495830120465,-6.581547438734086,-9.84952644449921,-9.88487630638903,-9.823463086795066,0.2672090109064814,0.09458326701860414,0.25525077643350486,0.49391255550675844,0.37901341272127786,0.010416666666666666,0.013792800212767783,0.019230769230769232,0.5555555555555556,0.25,0.48,0.0,0.08333333333333333
VXDPZ,AP881119-0060,144,0,0.0012750352390723976,0.004985673979076047,0.006260709218148444,0.005495688074705006,0.0015325000161386382,0.0011411647113872875,0.001375965894238098,-7.486722447345848,-7.828304433590159,-7.250043830339705,-8.072844920349535,-8.646258527504768,-8.249196695194065,0.7279116528312045,0.20913331215165895,0.06659876071640777,0.0958212113866956,0.08755301471369638,0.0,0.0067837395668354054,0.0,0.5,0.0,0.32,0.0,0.0
VXDPZ,AP880827-0141,183,0,0.0017601494166105754,0.010243229543358672,0.012003378959969247,0.011123304251663958,1.117979277400188E-4,1.078745179511891E-4,1.0983622284560395E-4,-6.573728579786551,-6.362811211356616,-6.426859125323865,-10.628751688507675,-11.89677577257834,-10.969166964998859,0.604587962917777,0.9161624800103051,0.286544710063627,0.31127646209999155,0.49370767343891636,0.0,3.3738191632928474E-4,0.0,0.8333333333333334,0.0,0.48,0.0,0.0
VXDPZ,GX012-07-7065390,748,0,9.252668790782734E-4,0.022605057493562494,0.023530324372640764,0.022882637557285975,0.010836355695762972,0.007009368487356016,0.009688259533240885,-6.30160289409287,-6.053196803777618,-6.139486787369393,-6.378733864923467,-6.86018414303407,-6.498974658013335,0.8368122916989073,0.24181676643655284,0.3235805860805861,0.7548747947454844,0.41480429292929294,0.3,0.2453576864535769,0.27777777777777773,0.75,0.6666666666666666,0.45,0.1,0.2222222222222222
VXDPZ,WTX042-B24-60,549,1,0.008145328575978007,0.006052677352551808,0.014198005928529813,0.01175440735573641,0.00222671494386647,0.007156276581013184,0.0056774080898691695,-7.059170900560509,-6.3118096037965294,-6.398352568989308,-8.379249203779125,-7.2971504490633095,-7.448708060703259,0.14783691195328202,0.3577905394071841,0.18685789519122853,0.362483690313879,0.4849116161616162,0.049999999999999996,0.2605225948185969,0.2635135135135135,0.8333333333333334,0.25,0.35,0.05,0.1111111111111111
VXDPZ,WTX082-B28-250,544,2,0.002447865028641288,0.009737810363749873,0.012185675392391161,0.011451315883798774,0.0011926174920390928,0.0014827597366955133,0.001395717063298587,-8.347787596267612,-6.9384034145476985,-6.884757884484145,-7.927525576853416,-7.968489403217135,-7.946021086856968,0.5380250283272041,0.569382417314485,0.20021199503882298,0.26076049993876876,0.35811076604554865,0.029411764705882353,0.036650615302300696,0.125,0.6,0.5,0.6,0.05,0.09090909090909091
VXDPZ,FT924-2507,687,2,0.002284653921732324,0.0026300024952770336,0.0049146564170093575,0.003543864063969963,0.001835792557171455,0.004713637583294747,0.002986930567620772,-7.600239501821594,-7.986593331966732,-7.465629298543825,-7.428605846498933,-6.583069756747886,-6.975348952920068,0.31049433277809524,0.15733923289880847,0.12238816738816738,0.0956146977732511,0.28735930735930737,0.075,0.18000000000000002,0.38888888888888884,1.0,0.6666666666666666,0.2,0.1,0.14285714285714285
VXDPZ,WTX005-B27-138,549,2,-7.119093940075305E-4,0.00935393634615983,0.0086420269521523,0.00885559977035456,0.003817141190380389,0.007065997000029298,0.006091340257134625,-7.246212923026519,-7.304078664208869,-7.077291034528182,-7.928301557488345,-7.603350522391966,-7.660285529426293,0.7947309481180578,0.2119736944877827,0.15908007773816596,0.18387189907709817,0.2132563032977597,0.08453989703989703,0.38049613784907904,0.2424418604651163,0.75,0.5,0.15,0.05,0.09090909090909091
VXDPZ,AP890202-0234,176,1,-0.005045351724244003,0.0064407065681048835,0.0013953548438608797,0.003918030705982882,0.0010824146392786906,8.798495163085029E-4,9.811320777935969E-4,-7.608647963663133,-9.627135452216844,-8.037805025414283,-8.43826662181235,-9.353592096625938,-8.643622533866164,0.05958410952120541,0.7416295084021943,0.2255062944718117,0.007482354178902806,0.09314892623716153,0.002840909090909091,0.005825343126433215,0.0026041666666666665,0.5,0.0,0.2,0.0,0.0
VXDPZ,WTX094-B13-165,547,1,-0.0025618075290007934,0.003842100131036165,0.0012802926020353714,0.0020488348607356093,1.9099618253221303E-6,3.528089960096799E-5,2.5269618268274232E-5,-7.193278501346599,-8.803472477623398,-7.905728621196537,-13.938838152581768,-11.675917100778198,-11.968969068872621,0.0024339401375251994,0.46823772484416376,0.18785714285714283,0.010831770429576754,0.15258620689655172,0.0,4.048582995951417E-4,0.0,1.0,0.0,0.2,0.0,0.0
