VXDPZ,FT931-4409,389,1,0.0,0.0,0.0,0.0
VXDPZ,FT922-3424,395,0,0.0,0.0,0.0,0.0
VXDPZ,FT924-4583,400,1,0.0,0.0,0.0,0.0
ZJDLX,FBIS3-40185,414,0,0.0,0.0,0.0,0.0
VXDPZ,LA122889-0074,425,1,0.16666666666666666,0.5,0.1111111111111111,0.2
VXDPZ,FBIS3-22688,428,0,0.09090909090909091,0.3333333333333333,0.0,0.0
VXDPZ,FBIS3-22688,434,0,0.1,0.5,0.0,0.0
VXDPZ,FBIS3-22688,435,1,0.0,0.0,0.0,0.0
VXDPZ,LA031490-0077,436,1,0.0,0.0,0.0,0.0
VXDPZ,FBIS3-22688,445,0,0.1,0.5,0.0,0.0
VXDPZ,FT941-10100,450,1,0.25,0.3333333333333333,0.0,0.0
ZJDLX,FT941-10100,450,1,0.0,0.0,0.0,0.0
VXDPZ,FT922-3424,617,1,0.3333333333333333,0.6666666666666666,0.0,0.0
VXDPZ,LA040789-0040,641,1,0.18181818181818182,0.5,0.1111111111111111,0.2
VXDPZ,FBIS3-22688,658,0,0.1,0.5,0.0,0.0
VXDPZ,FBIS3-22688,667,0,0.0,0.0,0.0,0.0
VXDPZ,FT924-2507,687,2,0.14285714285714285,0.3333333333333333,0.0,0.0
VXDPZ,FBIS3-22688,688,0,0.0,0.0,0.0,0.0
VXDPZ,FBIS3-22688,689,0,0.2,0.6666666666666666,0.05263157894736842,0.1
HOMFA,FR941207-1-00023,304,0,0.2,0.6666666666666666,0.0,0.0
HOMFA,LA051489-0205,315,0,0.0,0.0,0.0,0.0
HOMFA,FT921-14761,328,0,0.0,0.0,0.0,0.0
HOMFA,LA081190-0094,329,0,0.2,0.6666666666666666,0.05263157894736842,0.1
HOMFA,FR941207-1-00023,347,0,0.1,0.5,0.0,0.0
HOMFA,LA061390-0077,382,0,0.0,0.0,0.0,0.0
HOMFA,LA032989-0060,389,1,0.0,0.0,0.0,0.0
HOMFA,LA061390-0077,407,0,0.0,0.0,0.0,0.0
HOMFA,FR941207-1-00023,407,0,0.09090909090909091,0.3333333333333333,0.0,0.0
HOMFA,FR941207-1-00023,411,0,0.0,0.0,0.0,0.0
HOMFA,FBIS3-10018,417,0,0.0,0.0,0.0,0.0
HOMFA,FT921-14761,422,0,0.08333333333333333,0.3333333333333333,0.0,0.0
HOMFA,FT933-15380,446,1,0.0,0.0,0.0,0.0
HOMFA,FT933-15380,626,0,0.0,0.0,0.0,0.0
HOMFA,LA060590-0046,638,0,0.0,0.0,0.0,0.0
HOMFA,LA061390-0077,641,0,0.0,0.0,0.05263157894736842,0.1
HOMFA,FT921-14761,647,0,0.0,0.0,0.0,0.0
HOMFA,LA061390-0077,670,0,0.0,0.0,0.0,0.0
VXDPZ,LA082989-0016,338,0,0.0,0.0,0.0,0.0
VXDPZ,FT941-5245,344,0,0.0,0.0,0.0,0.0
VXDPZ,FT942-768,352,0,0.0,0.0,0.0,0.0
VXDPZ,LA052189-0013,393,1,0.0,0.0,0.0,0.0
VXDPZ,FT942-768,395,0,0.5,1.0,0.0,0.0
VXDPZ,FBIS4-14446,396,0,0.0,0.0,0.0,0.0
VXDPZ,FR941122-0-00087,407,0,0.0,0.0,0.0,0.0
VXDPZ,FT922-13711,407,0,0.0,0.0,0.0,0.0
VXDPZ,FR941122-0-00087,426,0,0.0,0.0,0.0,0.0
VXDPZ,FR941122-0-00087,428,0,0.0,0.0,0.0,0.0
VXDPZ,FR941122-0-00087,435,0,0.1,0.3333333333333333,0.0,0.0
VXDPZ,LA082989-0016,436,1,0.0,0.0,0.0,0.0
VXDPZ,FT942-768,438,1,0.3333333333333333,0.5,0.0,0.0
VXDPZ,FT942-7776,445,0,0.0,0.0,0.0,0.0
VXDPZ,FR941122-0-00087,606,0,0.0,0.0,0.0,0.0
VXDPZ,LA052189-0013,635,0,0.0,0.0,0.0,0.0
VXDPZ,LA052189-0013,636,0,0.0,0.0,0.0,0.0
VXDPZ,FR941122-0-00087,644,0,0.0,0.0,0.0,0.0
VXDPZ,FBIS4-51781,661,0,0.0,0.0,0.0,0.0
VXDPZ,FBIS3-54525,669,1,0.1111111111111111,0.5,0.1111111111111111,0.2
VXDPZ,LA112090-0041,671,1,0.0,0.0,0.0,0.0
VXDPZ,LA052189-0013,689,0,0.0,0.0,0.0,0.0
DDSCR,FT923-12937,321,0,0.0,0.0,0.0,0.0
DDSCR,FR940318-0-00101,338,0,0.0,0.0,0.0,0.0
DDSCR,FT923-12937,351,0,0.09090909090909091,0.3333333333333333,0.0,0.0
DDSCR,FT923-12937,357,1,0.0,0.0,0.0,0.0
DDSCR,FBIS3-39240,362,0,0.0,0.0,0.05263157894736842,0.1
KIMCZ,FT922-3424,395,0,0.1,1.0,0.05263157894736842,0.1
DDSCR,LA010590-0075,396,1,0.0,0.0,0.0,0.0
DDSCR,FBIS3-39240,401,1,0.0,0.0,0.0,0.0
DDSCR,FBIS3-40185,414,0,0.0,0.0,0.0,0.0
KIMCZ,FT922-3424,617,1,0.18181818181818182,0.6666666666666666,0.0,0.0
DDSCR,LA111789-0141,633,0,0.0,0.0,0.0,0.0
KIMCZ,FT923-2323,648,1,0.0,0.0,0.0,0.0
KIMCZ,LA032489-0044,654,0,0.0,0.0,0.0,0.0
KIMCZ,LA032489-0044,658,2,0.2,1.0,0.0,0.0
DDSCR,LA101789-0057,674,0,0.0,0.0,0.0,0.0
UOPBK,FT943-15585,331,1,0.18181818181818182,0.6666666666666666,0.0,0.0
UOPBK,LA102289-0049,367,0,0.0,0.0,0.0,0.0
UOPBK,FT941-15258,376,0,0.0,0.0,0.0,0.0
UOPBK,LA040690-0016,379,0,0.0,0.0,0.0,0.0
UOPBK,LA102289-0049,400,0,0.0,0.0,0.0,0.0
UOPBK,LA081789-0025,409,0,0.0,0.0,0.0,0.0
UOPBK,FT941-11412,439,1,0.0,0.0,0.0,0.0
UOPBK,LA040690-0016,445,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,FR940505-1-00242,447,0,0.16666666666666666,0.5,0.0,0.0
UOPBK,FT933-219,608,0,0.0,0.0,0.0,0.0
UOPBK,LA040690-0016,658,0,0.0,0.0,0.0,0.0
UOPBK,FT941-11412,661,0,0.0,0.0,0.0,0.0
HSOAQ,FT931-11616,318,0,0.0,0.0,0.0,0.0
HSOAQ,LA050290-0059,333,0,0.0,0.0,0.0,0.0
HSOAQ,FT942-768,352,0,0.0,0.0,0.0,0.0
HSOAQ,FBIS3-33282,354,1,0.0,0.0,0.0,0.0
HSOAQ,FBIS3-48894,357,0,0.0,0.0,0.0,0.0
HSOAQ,LA111190-0027,362,0,0.0,0.0,0.0,0.0
HSOAQ,FR940111-2-00031,366,1,0.0,0.0,0.0,0.0
HSOAQ,LA050290-0059,370,1,0.0,0.0,0.0,0.0
HSOAQ,FBIS3-48894,376,1,0.0,0.0,0.0,0.0
HSOAQ,LA061390-0077,382,0,0.0,0.0,0.0,0.0
HSOAQ,FT942-768,395,0,0.1,1.0,0.0,0.0
HSOAQ,LA061390-0077,407,0,0.0,0.0,0.0,0.0
HSOAQ,LA050290-0059,427,0,0.0,0.0,0.0,0.0
HSOAQ,FT942-768,438,1,0.09090909090909091,0.5,0.0,0.0
HSOAQ,FT931-11616,445,1,0.2,1.0,0.3333333333333333,0.5
HSOAQ,FBIS3-33282,446,0,0.125,0.5,0.0,0.0
HSOAQ,FT931-11616,621,1,0.2727272727272727,0.75,0.25,0.4
HSOAQ,FBIS3-48894,632,0,0.0,0.0,0.0,0.0
HSOAQ,LA061390-0077,641,0,0.0,0.0,0.17647058823529413,0.3
HSOAQ,LA061390-0077,670,0,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,304,1,0.125,0.3333333333333333,0.0,0.0
ZMZFP,FT942-4421,307,1,0.0,0.0,0.0,0.0
ZMZFP,FT921-12562,309,0,0.0,0.0,0.0,0.0
ZMZFP,FT942-4421,331,1,0.0,0.0,0.05263157894736842,0.1
ZMZFP,FT921-5044,340,0,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,347,0,0.0,0.0,0.0,0.0
ZMZFP,LA060390-0073,354,1,0.0,0.0,0.0,0.0
ZMZFP,FBIS4-52309,357,1,0.0,0.0,0.0,0.0
ZMZFP,LA040690-0016,379,0,0.0,0.0,0.0,0.0
ZMZFP,LA111690-0002,398,1,0.07692307692307693,0.25,0.05263157894736842,0.1
ZMZFP,FBIS4-52309,399,0,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,407,0,0.125,0.3333333333333333,0.17647058823529413,0.3
ZMZFP,FT921-12562,411,0,0.0,0.0,0.0,0.0
ZMZFP,LA040690-0016,445,0,0.1,0.5,0.0,0.0
ZMZFP,FT933-219,608,0,0.0,0.0,0.0,0.0
ZMZFP,FBIS4-52309,631,1,0.18181818181818182,0.5,0.0,0.0
ZMZFP,FT942-4421,647,0,0.1,0.5,0.0,0.0
ZMZFP,LA040690-0016,658,0,0.0,0.0,0.0,0.0
ZMZFP,LA071190-0029,662,1,0.0,0.0,0.0,0.0
KIMCZ,FR940217-2-00013,304,0,0.08333333333333333,0.3333333333333333,0.0,0.0
KIMCZ,FT921-4613,313,0,0.1111111111111111,0.3333333333333333,0.0,0.0
KIMCZ,FR940217-2-00013,314,0,0.09090909090909091,0.5,0.0,0.0
KIMCZ,FT924-4322,334,0,0.0,0.0,0.0,0.0
KIMCZ,FT924-4322,344,0,0.0,0.0,0.0,0.0
KIMCZ,FR940217-2-00013,355,0,0.0,0.0,0.0,0.0
KIMCZ,LA091289-0112,360,0,0.0,0.0,0.0,0.0
KIMCZ,FT944-3758,364,0,0.0,0.0,0.0,0.0
KIMCZ,FT924-4322,367,0,0.1,1.0,0.05263157894736842,0.1
KIMCZ,FR940913-0-00011,369,0,0.0,0.0,0.0,0.0
KIMCZ,FT924-4322,373,0,0.0,0.0,0.0,0.0
KIMCZ,LA092990-0004,393,0,0.0,0.0,0.0,0.0
KIMCZ,FR940217-2-00013,399,1,0.0,0.0,0.0,0.0
KIMCZ,FT924-4322,422,0,0.0,0.0,0.0,0.0
KIMCZ,FT924-4322,425,0,0.0,0.0,0.0,0.0
KIMCZ,FR940217-2-00013,439,0,0.08333333333333333,0.3333333333333333,0.0,0.0
KIMCZ,FT933-219,608,0,0.0,0.0,0.0,0.0
KIMCZ,LA092990-0004,636,2,0.08333333333333333,0.3333333333333333,0.0,0.0
KIMCZ,FT924-4322,645,1,0.2,1.0,0.42857142857142855,0.6
DDSCR,FBIS3-48894,357,0,0.0,0.0,0.0,0.0
DDSCR,FBIS3-48894,376,1,0.0,0.0,0.0,0.0
DDSCR,FT921-8098,378,0,0.1,0.5,0.0,0.0
DDSCR,FBIS4-51839,379,0,0.0,0.0,0.0,0.0
KIMCZ,FT924-4583,400,1,0.0,0.0,0.1111111111111111,0.2
DDSCR,FR940511-0-00062,407,0,0.0,0.0,0.0,0.0
DDSCR,FBIS4-51839,428,1,0.1,0.3333333333333333,0.1111111111111111,0.2
DDSCR,LA112789-0106,434,1,0.1,0.5,0.0,0.0
KIMCZ,FBIS4-47102,434,1,0.09090909090909091,0.5,0.0,0.0
DDSCR,FBIS3-48894,632,0,0.0,0.0,0.0,0.0
KIMCZ,FT942-8508,648,0,0.0,0.0,0.0,0.0
DDSCR,FBIS4-51839,655,0,0.0,0.0,0.0,0.0
DDSCR,FBIS4-51839,658,0,0.0,0.0,0.0,0.0
DDSCR,LA101789-0057,674,0,0.0,0.0,0.0,0.0
DDSCR,FBIS4-51839,678,0,0.0,0.0,0.0,0.0
ZMZFP,FBIS3-41220,301,1,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,304,1,0.16666666666666666,0.3333333333333333,0.0,0.0
ZMZFP,FBIS4-33288,320,0,0.0,0.0,0.0,0.0
ZMZFP,FT933-7879,331,1,0.3333333333333333,1.0,0.3333333333333333,0.5
ZMZFP,FBIS4-40530,331,0,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,340,0,0.0,0.0,0.0,0.0
ZMZFP,LA070989-0158,340,0,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,347,0,0.0,0.0,0.0,0.0
ZMZFP,FT942-768,352,0,0.0,0.0,0.0,0.0
ZMZFP,LA081489-0040,354,0,0.0,0.0,0.0,0.0
ZMZFP,LA102289-0049,367,0,0.0,0.0,0.0,0.0
ZMZFP,FBIS4-33288,367,1,0.0,0.0,0.0,0.0
ZMZFP,FT942-768,395,0,0.16666666666666666,1.0,0.0,0.0
ZMZFP,LA102289-0049,400,0,0.0,0.0,0.0,0.0
ZMZFP,FT944-1628,401,0,0.0,0.0,0.0,0.0
ZMZFP,LA100490-0070,401,0,0.0,0.0,0.0,0.0
ZMZFP,FT921-5044,407,0,0.0,0.0,0.1111111111111111,0.2
ZMZFP,FT944-1628,410,1,0.0,0.0,0.0,0.0
ZMZFP,FBIS4-40530,434,1,0.125,0.5,0.0,0.0
ZMZFP,FT942-768,438,1,0.14285714285714285,0.5,0.0,0.0
ZMZFP,LA100490-0070,648,0,0.09090909090909091,0.3333333333333333,0.0,0.0
ZMZFP,LA100490-0070,682,0,0.0,0.0,0.0,0.0
VXDPZ,FT942-4421,307,1,0.0,0.0,0.0,0.0
VXDPZ,FT942-4421,331,1,0.18181818181818182,0.6666666666666666,0.05263157894736842,0.1
VXDPZ,FT933-7879,331,1,0.3,1.0,0.3333333333333333,0.5
UOPBK,FBIS4-33117,332,0,0.25,0.3333333333333333,0.0,0.0
VXDPZ,FT944-18682,352,0,0.0,0.0,0.0,0.0
UOPBK,FBIS4-39383,357,1,0.0,0.0,0.0,0.0
VXDPZ,FR940817-2-00019,439,1,0.0,0.0,0.0,0.0
VXDPZ,FR940505-1-00242,447,0,0.0,0.0,0.0,0.0
VXDPZ,FT942-4421,647,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,FBIS4-33117,650,0,0.25,0.3333333333333333,0.0,0.0
UOPBK,LA111489-0003,664,2,0.3,1.0,0.5384615384615384,0.7
UOPBK,LA060790-0008,700,1,0.07142857142857142,0.2,0.0,0.0
UOPBK,FBIS3-2746,337,0,0.0,0.0,0.0,0.0
UOPBK,LA120790-0178,371,0,0.0,0.0,0.0,0.0
UOPBK,LA120790-0178,381,0,0.0,0.0,0.0,0.0
UOPBK,LA081789-0025,409,0,0.0,0.0,0.0,0.0
UOPBK,FBIS3-10018,417,0,0.0,0.0,0.0,0.0
UOPBK,FR940406-2-00174,625,0,0.0,0.0,0.0,0.0
UOPBK,FBIS3-23959,636,0,0.0,0.0,0.0,0.0
UOPBK,FR940406-2-00174,651,2,0.0,0.0,0.0,0.0
UOPBK,FT924-2507,687,2,0.18181818181818182,0.6666666666666666,0.0,0.0
UOPBK,LA031990-0016,700,2,0.07142857142857142,0.2,0.0,0.0
UOPBK,FT944-5248,326,1,0.0,0.0,0.0,0.0
UOPBK,FBIS4-39383,357,1,0.0,0.0,0.0,0.0
UOPBK,FT944-5248,363,0,0.08333333333333333,0.3333333333333333,0.0,0.0
UOPBK,FT944-5248,367,0,0.0,0.0,0.0,0.0
UOPBK,FT931-4409,389,1,0.0,0.0,0.0,0.0
UOPBK,LA102589-0109,392,1,0.0,0.0,0.0,0.0
UOPBK,FBIS3-19056,398,1,0.0,0.0,0.0,0.0
UOPBK,FBIS3-60253,400,0,0.08333333333333333,0.3333333333333333,0.0,0.0
UOPBK,FR941122-0-00087,407,0,0.08333333333333333,0.3333333333333333,0.0,0.0
UOPBK,FT922-13711,407,0,0.0,0.0,0.0,0.0
UOPBK,FBIS3-60253,408,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,FR941122-0-00087,426,0,0.0,0.0,0.0,0.0
UOPBK,FR941122-0-00087,428,0,0.0,0.0,0.0,0.0
UOPBK,LA102589-0109,431,1,0.0,0.0,0.0,0.0
UOPBK,FR941122-0-00087,435,0,0.08333333333333333,0.3333333333333333,0.0,0.0
UOPBK,FT944-5248,448,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,FR941122-0-00087,606,0,0.0,0.0,0.0,0.0
UOPBK,FR941122-0-00087,644,0,0.0,0.0,0.0,0.0
UOPBK,FT944-5248,659,1,0.08333333333333333,0.3333333333333333,0.0,0.0
VXDPZ,LA012490-0048,326,0,0.0,0.0,0.0,0.0
ZJDLX,FR940318-0-00101,338,0,0.0,0.0,0.0,0.0
VXDPZ,FR940318-0-00101,338,0,0.0,0.0,0.0,0.0
LTSZL,FT934-3952,352,0,0.0,0.0,0.0,0.0
QQKEF,FT934-3952,352,0,0.0,0.0,0.05263157894736842,0.1
VXDPZ,FT942-768,352,0,0.0,0.0,0.0,0.0
VXDPZ,FT924-4768,357,0,0.0,0.0,0.0,0.0
LTSZL,FT934-3952,363,0,0.0,0.0,0.0,0.0
QQKEF,FT934-3952,363,0,0.08333333333333333,0.3333333333333333,0.05263157894736842,0.1
VXDPZ,FT921-8098,378,0,0.1,0.5,0.0,0.0
VXDPZ,FT942-768,395,0,0.0,0.0,0.0,0.0
VXDPZ,FBIS4-17908,426,1,0.0,0.0,0.0,0.0
LTSZL,FT934-3952,436,0,0.0,0.0,0.0,0.0
QQKEF,FT934-3952,436,0,0.0,0.0,0.0,0.0
ZJDLX,LA010189-0141,436,1,0.0,0.0,0.0,0.0
VXDPZ,FT942-768,438,1,0.0,0.0,0.0,0.0
VXDPZ,FT924-4768,659,0,0.1111111111111111,0.3333333333333333,0.0,0.0
VXDPZ,FT924-4768,696,0,0.1111111111111111,0.3333333333333333,0.0,0.0
