YHZWN,GX007-93-12310235,0.1111111111111111,0.2,0.9964569996790683,0.06666666666666667,0.3333333333333333
SSPNB,GX007-93-12310235,0.17647058823529413,0.3,0.9957781940420782,0.0,0.0
TZUGR,GX007-93-12310235,0.0,0.0,0.9895547192536984,0.0,0.0
VXDPZ,GX011-80-1074652,0.42857142857142855,0.6,0.9946787940870011,0.33214285714285713,0.4
VXDPZ,GX010-11-11242343,0.17647058823529413,0.3,0.992475833837087,0.2,0.4
VXDPZ,GX004-85-15927668,0.3333333333333333,0.5,0.9971555997684933,0.17619047619047618,0.4
VXDPZ,GX255-80-12989449,0.3333333333333333,0.5,0.9960263634711085,0.39444444444444443,0.4444444444444444
VXDPZ,GX012-07-7065390,0.0,0.0,0.9866763016939352,0.3839285714285714,0.5
VXDPZ,GX244-07-12005999,0.25,0.4,0.9966465507229206,0.3611111111111111,0.4444444444444444
VXDPZ,GX056-58-7243426,0.0,0.0,0.9903556390704817,0.21428571428571427,0.3333333333333333
VXDPZ,GX002-31-7845435,0.05263157894736842,0.1,0.9939566896803885,0.017857142857142856,0.125
VXDPZ,GX019-34-11505888,0.3333333333333333,0.5,0.993758466875482,0.05555555555555555,0.2222222222222222
VXDPZ,GX263-35-6742201,0.05263157894736842,0.1,0.9918569069087462,0.355,0.6
VXDPZ,GX248-61-4740968,0.05263157894736842,0.1,0.9864897010171877,0.13055555555555556,0.5
VXDPZ,GX028-51-7031655,0.3333333333333333,0.5,0.9982109697115598,0.023809523809523808,0.14285714285714285
VXDPZ,GX182-30-10232398,0.0,0.0,0.9935276515990075,0.26122448979591834,0.42857142857142855
ZJDLX,GX009-91-3983369,0.05263157894736842,0.1,0.9917121442174212,0.0,0.0
ZJDLX,GX011-80-1074652,0.0,0.0,0.9748993810769356,0.0,0.0
ZJDLX,GX010-11-11242343,0.0,0.0,0.9549872116725447,0.0,0.0
ZJDLX,GX244-55-7689023,0.0,0.0,0.9872138233527836,0.0,0.0
HSOAQ,GX010-11-11242343,0.17647058823529413,0.3,0.9927559896278895,0.275,0.3
HSOAQ,GX011-80-1074652,0.3333333333333333,0.5,0.9945841376378921,0.2816666666666666,0.4
HSOAQ,GX058-10-5669493,0.17647058823529413,0.3,0.9930536394371707,0.3655555555555556,0.5
HSOAQ,GX037-41-11641254,0.17647058823529413,0.3,0.9954094212893494,0.16666666666666666,0.2
HSOAQ,GX244-07-12005999,0.17647058823529413,0.3,0.9965418563556112,0.39464285714285713,0.5
HSOAQ,GX239-77-15534054,0.5384615384615384,0.7,0.9991338761629994,0.20714285714285713,0.4
HSOAQ,GX162-40-16201712,0.0,0.0,0.9801849248954139,0.0,0.0
HSOAQ,GX005-53-8274005,0.05263157894736842,0.1,0.99054453303864,0.13333333333333333,0.2
LTSZL,GX007-93-12310235,0.0,0.0,0.9869004438576763,0.0,0.0
QQKEF,GX007-93-12310235,0.0,0.0,0.9630397883157663,0.0,0.0
SNEBC,GX007-93-12310235,0.1111111111111111,0.2,0.9954363239194287,0.0,0.0
BLOPD,GX007-93-12310235,0.0,0.0,0.9687931958913795,0.0,0.0
DDSCR,GX010-11-11242343,0.0,0.0,0.9821575858669942,0.07037037037037037,0.3333333333333333
DDSCR,GX011-80-1074652,0.3333333333333333,0.5,0.9958335263564999,0.3020833333333333,0.375
DDSCR,GX025-50-13449872,0.17647058823529413,0.3,0.9890840402673187,0.6333333333333333,0.6666666666666666
DDSCR,GX043-24-11458081,0.17647058823529413,0.3,0.9948717135738855,0.4048500881834215,0.6666666666666666
UOPBK,GX010-11-11242343,0.1111111111111111,0.2,0.9927191176299317,0.4105555555555555,0.5
UOPBK,GX011-80-1074652,0.42857142857142855,0.6,0.9965446326795121,0.4714285714285714,0.5
UOPBK,GX047-87-9197196,0.1111111111111111,0.2,0.9959640080169313,0.08333333333333333,0.3
UOPBK,GX099-91-1066558,0.17647058823529413,0.3,0.99594665510487,0.6,0.6
UOPBK,GX051-11-11608435,0.42857142857142855,0.6,0.9977533199309639,0.5291666666666667,0.6
UOPBK,GX248-12-6205349,0.25,0.4,0.9967989064203114,0.17619047619047618,0.4
UOPBK,GX248-61-4740968,0.05263157894736842,0.1,0.9798288391284494,0.14694444444444443,0.4
UOPBK,GX000-41-7085133,0.25,0.4,0.9949811118305183,0.2375,0.3
UOPBK,GX238-51-14158726,0.3333333333333333,0.5,0.9978363375837137,0.125,0.2
UOPBK,GX043-24-11458081,0.1111111111111111,0.2,0.9915971492459245,0.3738888888888888,0.6
UOPBK,GX010-22-12488512,0.17647058823529413,0.3,0.9964335579755316,0.11212121212121212,0.2727272727272727
UOPBK,GX013-29-16065442,0.05263157894736842,0.1,0.9427514632504491,0.4491666666666666,0.6
UOPBK,GX039-61-13743625,0.3333333333333333,0.5,0.9977229632402855,0.15833333333333333,0.3
UOPBK,GX038-08-1047355,0.0,0.0,0.992509163805226,0.39916666666666667,0.6
UOPBK,GX241-06-4201661,0.42857142857142855,0.6,0.9977292973273236,0.49555555555555547,0.6
KIMCZ,GX010-11-11242343,0.3333333333333333,0.5,0.9967270769933794,0.17333333333333334,0.4
KIMCZ,GX011-80-1074652,0.3333333333333333,0.5,0.9956395244777994,0.4,0.4
KIMCZ,GX269-69-7323852,0.0,0.0,0.995074708213086,0.05333333333333333,0.2
KIMCZ,GX028-26-7874309,0.25,0.4,0.9930433857321842,0.38722222222222225,0.6
KIMCZ,GX025-50-13449872,0.05263157894736842,0.1,0.9861333315477734,0.31,0.4
