YHZWN,FT934-3952,0.47640692640692633,0.5454545454545454
SSPNB,FT934-3952,0.41309523809523807,0.5
ZJDLX,FBIS3-39240,0.07222222222222222,0.2
ZJDLX,FBIS3-40185,0.0,0.0
ZJDLX,FT941-10100,0.0,0.0
ZJDLX,FT931-4409,0.0,0.0
ZJDLX,LA010189-0141,0.0,0.0
ZJDLX,FR940318-0-00101,0.3125,0.375
TZUGR,FT934-3952,0.3908730158730158,0.625
HSOAQ,FBIS3-39240,0.3488888888888889,0.5
HSOAQ,FBIS3-40185,0.26,0.3
HSOAQ,FT941-10100,0.3416666666666667,0.4
HSOAQ,FR940318-0-00101,0.2671428571428572,0.4
HSOAQ,LA060889-0033,0.31,0.4
HSOAQ,FT934-5147,0.12083333333333332,0.3
HSOAQ,FBIS3-41598,0.1,0.1
HSOAQ,FR940217-2-00013,0.2375,0.3
HSOAQ,FBIS3-22836,0.015873015873015872,0.14285714285714285
HSOAQ,LA100690-0107,0.2873015873015873,0.4
HSOAQ,FT923-8257,0.4506172839506173,0.5555555555555556
HSOAQ,LA050290-0059,0.6527777777777778,0.7
HSOAQ,FBIS3-33282,0.19999999999999998,0.2857142857142857
HSOAQ,FT942-768,0.21000000000000002,0.3
HSOAQ,FR940111-2-00031,0.05,0.1
HSOAQ,LA061390-0077,0.33916666666666667,0.5
HSOAQ,FT931-11616,0.3,0.3
HSOAQ,LA111190-0027,0.17619047619047618,0.3
HSOAQ,FBIS3-48894,0.17666666666666667,0.3
HSOAQ,FR940505-1-00242,0.2261904761904762,0.4
HSOAQ,FBIS3-60778,0.275,0.3
HSOAQ,FBIS4-63852,0.08888888888888889,0.3333333333333333
HSOAQ,FT943-8528,0.3,0.3
HSOAQ,FBIS3-7689,0.22063492063492066,0.4
HSOAQ,FR940525-1-00060,0.17619047619047618,0.4
HSOAQ,LA060590-0046,0.2814285714285714,0.5
HSOAQ,FT923-6521,0.31714285714285717,0.4
HSOAQ,LA071190-0129,0.11607142857142856,0.3
HSOAQ,LA122289-0076,0.06472222222222221,0.3
HSOAQ,LA051289-0178,0.23777777777777773,0.5
HSOAQ,LA011489-0121,0.16333333333333333,0.3
HSOAQ,FT944-11346,0.2261904761904762,0.4
HSOAQ,FT942-6494,0.25,0.25
VXDPZ,FBIS3-39240,0.14666666666666667,0.4
VXDPZ,FBIS3-40185,0.2857142857142857,0.42857142857142855
VXDPZ,FT941-10100,0.2285714285714286,0.42857142857142855
